Year,Contestant,Original script,Rank,Award
1995,Jason Wong,Jason Wong,43,Silver medal
1995,Prashant Mishra,Prashant Mishra,56,Silver medal
1995,Elliot Waingold,Elliot Waingold,78,Bronze medal
1995,Gary Michael Sawka,Gary Michael Sawka,106,Bronze medal
1994,Jessen Yu,Jessen Yu,12,Gold medal
1994,Justin McCarty,Justin McCarty,19,Gold medal
1994,Nicholas Loehr,Nicholas Loehr,47,Silver medal
1994,James Grimmelmann,James Grimmelmann,59,Bronze medal
1993,Christopher Herzog,Christopher Herzog,5,Gold medal
1993,Daniel Katz,Daniel Katz,19,Gold medal
1993,David Hutz,David Hutz,27,Silver medal
1993,Robert West,Robert West,49,Silver medal
1992,Swaine Chen,Swaine Chen,15,Gold medal
1992,Logan McCarty,Logan McCarty,21,Silver medal
1992,Jeffrey Chuang,Jeffrey Chuang,35,Silver medal
1992,Christopher Herzog,Christopher Herzog,44,Bronze medal
1991,Forrest Michael,Forrest Michael,12,Gold medal
1991,Dean Chung,Dean Chung,26,Silver medal
1991,Ashley Reiter,Ashley Reiter,39,Bronze medal
1991,Susan Kuhn,Susan Kuhn,41,Bronze medal
1990,Wayne Whitney,Wayne Whitney,6,Gold medal
1990,Marc Dionne,Marc Dionne,30,Silver medal
1990,Roger Moore,Roger Moore,31,Silver medal
1990,Steve Gubser,Steve Gubser,31,Silver medal
1989,Raphael Lehrer,Raphael Lehrer,40,Bronze medal
1989,Jon Kleinberg,Jon Kleinberg,42,Bronze medal
1989,Michael Furlanetto,Michael Furlanetto,64,Bronze medal
1989,Roger Moore,Roger Moore,,Participant
1988,Laurance Lee,Laurance Lee,15,Silver medal
1988,David Cliffel,David Cliffel,15,Silver medal
1988,Brian Kantsiper,Brian Kantsiper,23,Silver medal
1988,Kurt Huang,Kurt Huang,43,Bronze medal
1987,Anthony West,Anthony West,23,Silver medal
1987,Cecil Huang,Cecil Huang,32,Silver medal
1987,Jeffrey Snyder,Jeffrey Snyder,49,Bronze medal
1987,Kevin Crellin,Kevin Crellin,,Participant
1986,Keith Rickert,Keith Rickert,3,Gold medal
1986,David Maymudes,David Maymudes,20,Silver medal
1986,Howard Lee,Howard Lee,49,Bronze medal
1986,Hedy Edmonds,Hedy Edmonds,56,Honorable mention
1985,Keith Rickert,Keith Rickert,12,Silver medal
1985,David Maymudes,David Maymudes,25,Silver medal
1985,Glen Whitney,Glen Whitney,39,Bronze medal
1985,Eric Kelson,Eric Kelson,54,Bronze medal
1984,Seth Brown,Seth Brown,13,Silver medal
1984,Keith Rickert,Keith Rickert,36,Bronze medal
1984,Aaron DiAntonio,Aaron DiAntonio,50,Bronze medal
1984,Peter Capofreddi,Peter Capofreddi,,Participant
